TeamNumber,Name,City,State,Country,ImageURL
6687,Owltronics,Garland,Texas,USA,
6688,West Valley Middle College Robotics Team,San Jose,California,USA,
6689,Robit,Mexico City ,Distrito Federal,Mexico,
6690,MV roboPride,Penacook,New Hampshire,USA,
6691,Torque,Wolfeboro,New Hampshire,USA,
6692,Robofalcons,San Bernardino,California,USA,
6693,TrailBLAZERS,Columbia,South Carolina,USA,
6694,INNOBOTICS,Mexicali,Baja California,Mexico,
6695,GalvaKnights,San Marcos,California,USA,
6696,Cardinal Dynamics,Corbett,Oregon,USA,
6697,EUROBOTICS,İSTANBUL,Istanbul,Turkey,
6699,Thunder Robotics,Atwater,California,USA,
6700,Patriot Robotics,Calgary,Alberta,Canada,
6701,Phoenix,Moose Jaw,Saskatchewan,Canada,
6702,PrepaTec - StingBots,Tlajomulco de Zúñiga,Jalisco,Mexico,
6703,Prince George Secondary School Robotics Club,Prince George,British Columbia,Canada,
6704,Mid Pacific Owl Robotics,Honolulu,Hawaii,USA,
6705,Wildcat5e,Dunwoody,Georgia,USA,
6706,Golem,Shenzhen,Guangdong,China,
6707,RCW Jaguar Robosapiens,Renville,Minnesota,USA,
6708,Lobos Conalep,Almoloya del Rio,Mexico,Mexico,
6709,S.P.U.D. INC,Big Lake,Minnesota,USA,
6710,Southside Robotics,Atlanta,Georgia,USA,
6711,Millennial Falcons,Atwater,California,USA,
6712,Mountaineers,Chatsworth,Georgia,USA,
6714,A. R. Johnson's Panthers,Augusta,Georgia,USA,
6715,Hephzibah High Robotics,Hephzibah,Georgia,USA,
6716,Circuit Br8kers,Augusta,Georgia,USA,
6717,SPARTANS,Castle Dale,Utah,USA,
6718,Rocket Dogs,Oakland,California,USA,
6719,P.O.W.E.R.,Vancouver,British Columbia,Canada,
6720,Walker-Hackensack-Akeley,Walker,Minnesota,USA,
6721,Tindley Trailblazers,Indianapolis,Indiana,USA,
6722,LED Robotics,New Port Richey,Florida,USA,
6723,Mechanical Mounties,Williamstown,Massachusetts,USA,
6724,Raiders Robotics,Red Deer,Alberta,Canada,
6725,WildBOTS,London,Ontario,Canada,
6726,MITOX,Suzhou,Jiangsu,China,
6727,HOT Bots,Belton,Texas,USA,
6728,The Fast and the Curious,Morrilton,Arkansas,USA,
6729,RobCoBots,Lumberton,North Carolina,USA,
6730,CCS Nuclear Knights,Oklahoma City,Oklahoma,USA,
6731,Record Robotics,Belmont,Massachusetts,USA,
6732,BHS RoboRaiders,Bruce,Wisconsin,USA,
6733,PSJA North Raiders,Pharr,Texas,USA,
6734,Sydney TAFE,Sydney,New South Wales,Australia,
6735,Rauner College Prep,Chicago,Illinois,USA,
6736,Knights of the Sea,AKKO,HaZafon,Israel,
6737,H.R.T,HAIFA,Haifa,Israel,
6738,Excalibur,Modi'in,HaMerkaz,Israel,
6739,Tel Shevaa,tel sheva,HaDarom,Israel,
6740,G3 - Glue Gun & Glitter,Pardes Hana,Haifa,Israel,
6741,Space monkeys,Bat Yam,HaMerkaz,Israel,
6742,Augmented Jays,Westland,Michigan,USA,
6743,Tiger Engineering,Fort Myers,Florida,USA,
6744,MEHLVILLE RC,Saint Louis,Missouri,USA,
6745,DAPCEP,Detroit,Michigan,USA,
6746,Mustangs,Syosset,New York,USA,
6747,East Jefferson High School,Metairie,Louisiana,USA,
6748,MustangRobotics,Mesa,Arizona,USA,
6749,tERAbytes,Hopkins,Minnesota,USA,
6750,HenBotix,McDonough,Georgia,USA,
6751,RoboFlash,Dallas,Texas,USA,
6752,charger robotics,Keller,Texas,USA,
6753,CBA RoboKings,Midland,Michigan,USA,
6754,Trailbots,Edinburg,Texas,USA,
6755,Overdrive,Fontana,California,USA,
6756,Cross Creek Razorbacks,Augusta,Georgia,USA,
6757,Apex Robotics FPHS,Forest Park,Georgia,USA,
6758,Otternauts,Kasson,Minnesota,USA,
6759,Rebel,Pearl River,Louisiana,USA,
6762,Oscats,Hillsborough,New Hampshire,USA,
6763,FUSION,Manchester,New Hampshire,USA,
6764,Flash Drives,Fillmore,California,USA,
6765,Columbus City Schools Walnut Ridge Scotts,Columbus,Ohio,USA,
6766,AtomStorm,Shenzhen,Guangdong,China,
6768,Denison Robo-Jackets,Denison,Texas,USA,
6769,Future Star,Beijing,Beijing,China,
6770,Semia United,Beijing,Beijing,China,
6771,Raven,Beijing,Beijing,China,
6772,The Marist Manta Rays,Atlanta,Georgia,USA,
6773,Max Throttle Mavericks,McKinney,Texas,USA,
6774,Oh-Kno Robo,Knoxville,Tennessee,USA,
6800,Valor,Austin,Texas,USA,
6801,Robot Crabshell ,Guangzhou,Guangdong,China,
6802,Mean Caimans,Cedar Bluff,Virginia,USA,
6803,HAI-Panda,Shanghai,Shanghai,China,
6804,Team Wolfpack,Livingston,California,USA,
6805,Quack Attack,Omaha,Nebraska,USA,
6806,Mineola Wild Reds,Mineola,New York,USA,
6807,REAL Robotics,Racine,Wisconsin,USA,
6808,William Tennent Robotics,Warminster,Pennsylvania,USA,
6809,Aviators,Enid,Oklahoma,USA,
6810,Starship Robotics,Maringouin,Louisiana,USA,
6811,Gunnery Gears,Washington,Connecticut,USA,
6812,Andover Snowflakes,Andover,Massachusetts,USA,
6813,Pangaea,CLEVELAND,Ohio,USA,
6814,Ellipse,Santa Rosa,California,USA,
6815,The Memphis MechWarriors,Memphis,Tennessee,USA,
6816,POPCORN PENGUINS,San Jose,California,USA,
6817,10 Factorial,Rolla,Missouri,USA,
6818,Navigator,Suzhou,Jiangsu,China,
6819,Viking Robotics,Växjö,Kronobergs län,Sweden,
6820,Tecmilenio - Scorpion Bots - 6820,DURANGO,Durango,Mexico,
6821,Rogue Techs,Chino,California,USA,
6822,THE SHISHKABOTS,Sunnyvale,California,USA,
6823,USM Robotics - Wildcats,Milwaukee,Wisconsin,USA,
6824,LVA Robot Pigeons,Las Vegas,Nevada,USA,
6825,STRONGHORNS,North Las Vegas,Nevada,USA,
6826,Experiment 6826,Las Vegas,Nevada,USA,
6827,hexagon,Beijing,Beijing,China,
6828,Hazel Green,Meridianville,Alabama,USA,
6829,Ignite Robotics,Suwanee,Georgia,USA,
6830,Hogbotics,Pharr,Texas,USA,
6831,A-05 Annex,Hood River,Oregon,USA,
6832,STEAMex,Monterrey,Nuevo León,Mexico,
6833,Python Robotics,Phoenix,Arizona,USA,
6834,Bionic Warriors,Pataskala,Ohio,USA,
6835,Steel Satyr,Puebla,Puebla,Mexico,
6836,The Tinkerers,Manly,New South Wales,Australia,
6837,Tecmilenio - Bellum - 6837,Azcapotzalco,New South Wales,Mexico,
6838,X-SHARC,ÇEKMEKÖY,Istanbul,Türkiye,
6839,Terminators,Karditsa,Thessalia,Greece,
6840,Trojan Robotics,Kirby,Arkansas,USA,
6841,Cerberus 2.0,Lethbridge,Alberta,Canada,
6842,Polaris,Marietta,Georgia,USA,
6843,Guardian Gears,Lees Summit,Missouri,USA,
6844,Provotypes,Provo,Utah,USA,
6845,River Bots,Astoria,Oregon,USA,
6846,MAGNETUDE,Murfreesboro,Tennessee,USA,
6847,Les Lions,Montreal,Québec,Canada,
6848,Hades,Puebla,Puebla,Mexico,
6849,Juventics,Guadalupe,Nuevo León,Mexico,
6850,Cell-Ticks,Ocala,Florida,USA,
6851,Empereurs,Laval,Québec,Canada,
6852,JV BX,Temperance,Michigan,USA,
6853,JaegersTec,Tuxtla Gutierrez ,Chiapas,Mexico,
6854,Viking Robotics,London,Ontario,Canada,
6855,Badger Robotics,Arkadelphia,Arkansas,USA,
6856,RoboRaptors,London,Ontario,Canada,
6857,Mechanized Garbage,San Fernando,California,USA,
6858,Fern Creek Tiger Robotics,Louisville,Kentucky,USA,
6859,Big Metal Lakers 6859- BML Robotics,Bracebridge,Ontario,Canada,
6860,Equitum Robotics,Paterson,New Jersey,USA,
6861,The Tyros Team,Livonia,Michigan,USA,
6862,The Reavers,Detroit,Michigan,USA,
6863,Squirrels,Woodbine,Maryland,USA,
6864,GryphTech Robotics,Gravenhurst,Ontario,Canada,
6865,Manitoulin Metal,M'Chigeeng,Ontario,Canada,
6866,Markham Space Invaders,Markham,Ontario,Canada,
6867,Panthera Tech,North York,Ontario,Canada,
6868,Cadet Robotics,Hilton,New York,USA,
6869,Gladiateurs,Saint-Jerome,Québec,Canada,
6870,BEAM Robotics,Buffalo,New York,USA,
6871,QC DogSquad,Queen Creek,Arizona,USA,
6872,Panthera Ferro,Brossard,Québec,Canada,
6873,The Generals,New York,New York,USA,
6874,Mediterra,Dosemealti,Antalya,Türkiye,
6875,Amazon Warriors Robotics,Windsor,Ontario,Canada,
6876,UHS Wolfpack,Unionville,Ontario,Canada,
6877,Mechanical Mustangs,Grand Rapids,Michigan,USA,
6878,SJB Odyssey,Hamilton,Ontario,Canada,
6879,Aquatic Robotics,Avon,Connecticut,USA,
6880,Universal Serial Brawlers (USB),Yorktown Heights,New York,USA,
6881,South Lions Roarbotics,London,Ontario,Canada,
6882,Fahrenheit Robotics,Fredericksburg,Virginia,USA,
6883,Leviathan Robotics,Santa Rosa,California,USA,
6884,Deep-Space Robotics,Hollister,California,USA,
6885,The Pilots,San Diego,California,USA,
6886,Synthesizers,Warsaw,Missouri,USA,
6887,Dalton Catabots,Dalton,Georgia,USA,
6888,Foothills Robotics,Lenoir,North Carolina,USA,
6889,DC Current,Bloomfield,Iowa,USA,
6890,Legendary Cyber kNights,Macomb,Michigan,USA,
6891,Indians,Asher,Oklahoma,USA,
6892,Big Cat Robotics,Wellsville,New York,USA,
6893,Bladerunners,Greenbelt,Maryland,USA,
6894,Iced Java,Mount Holly,North Carolina,USA,
6895,Mechanical Madness 4-H,Walpole,New Hampshire,USA,
6896,CABOTS - Fresnillo PLC - Conalep Caborca,Caborca,Sonora,Mexico,
6897,Astraea Robotics,East Brunswick,New Jersey,USA,
6898,The Undergraduate School of Carrots ,Plano,Texas,USA,
6899,Macon Bots FRC,Franklin,North Carolina,USA,
6900,Hoodie-bots,Maud,Oklahoma,USA,
6901,Knights Robotics,Frisco,Texas,USA,
6902,STRIKE,FOZ DO IGUAÇU,Paraná,Brazil,
6903,MEXICAN HOPE,METEPEC,Mexico,Mexico,
6904,TeraWatts,Los Angeles,California,USA,
6905,Raiders of the ARC- TEAR-A-BYTE,Alpharetta,Georgia,USA,
6906,Reybots,Chicago,Illinois,USA,
6907,The G.O.A.T,Shanghai,Shanghai,China,
6908,Infuzed,Cary,North Carolina,USA,
6909,SAKURA Tempesta,Chiba,Chiba,Japan,
6910,Mill Creek Steel Talons,Hoschton,Georgia,USA,
6911,SO BOTZ,Orangeburg,New York,USA,
6912,InterGalactic Transformers,Saint Paul,Minnesota,USA,
6913,North Crawford Robotics Club,Soldiers Grove,Wisconsin,USA,
6914,Retro5ive,Allen Park,Michigan,USA,
6915,Bulldogs,Hesperia,California,USA,
6916,Iron Thunder,Columbus,Ohio,USA,
6917,Voyageur Robotics,Atikokan,Ontario,Canada,
6918,Napa Cellar Rats,Napa,California,USA,
6919,The Commodores,Albany,Georgia,USA,
6920,Force Fusion,Oirschot,Noord-Brabant,Netherlands,
6921,Technados,Pennsauken,New Jersey,USA,
6922,Apache Genesis,Nogales,Arizona,USA,
6923,Royal Blue Robotics [RB]^2,Saint Francisville,Louisiana,USA,
6924,Hogarth Hornets,Markham,Ontario,Canada,
6925,W.A.Robotics,College Park,Georgia,USA,
6926,RobotiCats,Clovis,California,USA,
6927,The Franklinton Firebirds,Columbus,Ohio,USA,
6928,Blue Armadillos,Greeneville,Tennessee,USA,
6929,Cuivre & Or,Rouyn-Noranda,Québec,Canada,
6930,Hill Robotics,Staten Island,New York,USA,
6931,The Red Company ,Tucson,Arizona,USA,
6932,SMART,Sylva,North Carolina,USA,
6933,Archytas,Bethel,Vermont,USA,
6934,Scorps,Camarillo,California,USA,
6935,The Brainy Bunch- Ingram Tom Moore HS,Ingram,Texas,USA,
6936,Vault 6936,Beavercreek,Ohio,USA,
6937,McCallie Robotics,Chattanooga,Tennessee,USA,
6938,STEM3 West Robotics,Los Angeles,California,USA,
6939,The Houde Academy,Shenzhen,Guangdong,China,
6940,Violet Z,Shanghai,Shanghai,China,
6941,IronPulse Robotics,Shanghai,Shanghai,China,
6942,SAIE,Shenzhen,Guangdong,China,
6943,Blue Bears,Newark,New Jersey,USA,
6944,Wolverines,Cumming,Georgia,USA,
6945,Children of the Corn,Blairstown,New Jersey,USA,
6946,F & E,Kunming,Yunnan,China,
6947,Savage Tumaz,Taipei,Taipei Special Municipality,Chinese Taipei,
6948,EAGLES,Kartal,Istanbul,Türkiye,
6949,F.E.W Bots,Nanjing,Jiangsu,China,
6950,The Breakfast Club,Stuart,Iowa,USA,
6951,Spartans,Porter,Texas,USA,
6952,Vector Machines,Shenzhen,Guangdong,China,
6953,Quetzals,Brossard,Québec,Canada,
6954,Titans of Industry,Dearborn,Michigan,USA,
6955,Los Chilis,Santiago,Región Metropolitana de Santiago,Chile,
6956,SHAM-ROCK-BOTICS ☘,Westfield,Indiana,USA,
6957,A.C.E.S. (Army of Christian Engineering Students),Henderson,Nevada,USA,
6958,CougarBots,Warren,Michigan,USA,
6959,Organized Chaos,Centralia,Washington,USA,
6960,The Rusty Huskies,Riverside,California,USA,
6961,SIbots,Chesnee,South Carolina,USA,
6962,Antares,Mountain View,California,USA,
6963,Blood Sweat and Gears,Remus,Michigan,USA,
6964,BearBots (FRC),Columbus,Ohio,USA,
6965,Tecmilenio XibalBots 6965,Cancún,Quintana Roo,Mexico,
6966,Sons Of God ,Toluca,Mexico,Mexico,
6967,A.T.Vortex,Shanghai,Shanghai,China,
6968,Team Pi,Eindhoven,Noord-Brabant,Netherlands,
6969,Cyborgs6969,West Nyack,New York,USA,
6970,Barbarian,Qingdao,Shandong,China,
6971,The Sky Savior,ZhengZhou,Henan,China,
6972,NEXUS Robotics,Calgary,Alberta,Canada,
